Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,80.6,MORT-0123,MORT-0123,MORT-0122,N,32240.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 5,400.0,524.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,80.6,MORT-0123,MORT-0123,MORT-0122,N,32240.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 5,400.0,524.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,80.6,MORT-0123,MORT-0123,MORT-0122,N,32240.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 5,400.0,524.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,80.6,MORT-0123,MORT-0123,MORT-0122,N,32240.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 5,400.0,524.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,83.2,MORT-0123,MORT-0123,MORT-0122,N,24960.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 6,300.0,399.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 2 implentations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,83.2,MORT-0123,MORT-0123,MORT-0122,N,24960.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 6,300.0,399.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,83.2,MORT-0123,MORT-0123,MORT-0122,N,24960.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 6,300.0,399.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,83.2,MORT-0123,MORT-0123,MORT-0122,N,24960.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 6,300.0,399.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,86.0,MORT-0123,MORT-0123,MORT-0122,N,19350.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 7,225.0,299.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,86.0,MORT-0123,MORT-0123,MORT-0122,N,19350.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 7,225.0,299.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,86.0,MORT-0123,MORT-0123,MORT-0122,N,19350.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 7,225.0,299.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,86.0,MORT-0123,MORT-0123,MORT-0122,N,19350.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 7,225.0,299.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,88.6,MORT-0123,MORT-0123,MORT-0122,N,15062.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 8,170.0,224.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,88.6,MORT-0123,MORT-0123,MORT-0122,N,15062.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 8,170.0,224.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,88.6,MORT-0123,MORT-0123,MORT-0122,N,15062.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 8,170.0,224.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,88.6,MORT-0123,MORT-0123,MORT-0122,N,15062.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 8,170.0,224.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,90.8,MORT-0123,MORT-0123,MORT-0122,N,12258.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 9,135.0,169.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,90.8,MORT-0123,MORT-0123,MORT-0122,N,12258.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 9,135.0,169.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,90.8,MORT-0123,MORT-0123,MORT-0122,N,12258.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 9,135.0,169.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,90.8,MORT-0123,MORT-0123,MORT-0122,N,12258.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 9,135.0,169.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS Subordinate Lien Loans Tier 01 (1200+ Closed Loans/Month),Closed Loans / Mon,MeridianLink Mortgage LOS Module Subordinate Liens,N,0.0,MORT-0107,,,46.65,MORT-0106,MORT-0106,MORT-0105,N,55980.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS First Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS Subordinate Lien Loans,Tier 1,1200.0,0.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS Subordinate Lien Loans Tier 10 (110 - 134 Closed Loans/Month),Closed Loans / Mon,MeridianLink Mortgage LOS Module Subordinate Liens,N,0.0,MORT-0107,,,60.6,MORT-0106,MORT-0106,MORT-0105,N,6666.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS First Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS Subordinate Lien Loans,Tier 10,110.0,134.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS Subordinate Lien Loans Tier 11 (90 - 109 Closed Loans/Month),Closed Loans / Mon,MeridianLink Mortgage LOS Module Subordinate Liens,N,0.0,MORT-0107,,,61.8,MORT-0106,MORT-0106,MORT-0105,N,5581.11,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS First Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS Subordinate Lien Loans,Tier 11,90.0,109.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS Subordinate Lien Loans Tier 12 (75 - 89 Closed Loans/Month),Closed Loans / Mon,MeridianLink Mortgage LOS Module Subordinate Liens,N,0.0,MORT-0107,,,63.0,MORT-0106,MORT-0106,MORT-0105,N,4725.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS First Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS Subordinate Lien Loans,Tier 12,75.0,89.0,Primary Product
